chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,gameweek
,,513433,0,0,0,0,0,3,2.0,2.0,0,Brajan,0.0,595,False,,,55,513433.jpg,0.0,Gruda,0.0,False,,a,5,36,0,213,213,391,391,0.0,0.0,Gruda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,587,263,593,264,583,257,593,264,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,168,103,590,265,590,265,542,229,0.0,0.0,1
,,509416,0,0,0,0,0,3,1.6,1.6,1,Yasin,1.0,600,False,,,50,509416.jpg,1.0,Ayari,0.0,False,,a,5,36,1,210,210,123,123,0.2,0.2,Ayari,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.00,545,239,269,146,535,229,557,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,311,200,254,119,254,119,581,253,0.0,0.0,1
0.0,,513834,0,0,0,0,0,3,0.0,1.6,0,Andrew,0.0,601,False,Loaned to Stoke City,2024-08-20T12:19:09.002604Z,50,513834.jpg,0.0,Moran,0.0,False,,u,5,36,0,24,24,78,78,0.0,0.0,Moran,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,548,241,558,245,538,231,560,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,314,202,555,243,555,243,598,262,0.0,0.0,1
,,472739,0,0,0,0,0,1,1.0,1.0,0,Carl,0.0,615,False,,,40,472739.jpg,0.0,Rushworth,0.0,False,,a,5,36,0,1408,1408,276,276,0.0,0.0,Rushworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,331,44,322,25,248,25,342,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,599,63,340,45,340,45,543,64,0.0,0.0,1
,,463067,0,0,0,0,0,3,2.0,2.0,0,Georginio,0.0,618,False,,,55,463067.jpg,0.0,Rutter,0.0,False,,a,5,36,0,980,980,83,83,0.0,0.0,Georginio,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,579,256,587,259,577,252,587,259,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,157,94,583,259,583,259,584,254,0.0,0.0,1
0.0,0.0,532605,0,0,0,0,0,3,0.0,0.0,0,Andrey,0.0,150,False,Has joined Strasbourg on a season-long loan,2024-08-05T10:16:34.176364Z,45,532605.jpg,0.0,Nascimento dos Santos,0.0,False,,u,6,8,0,0,0,194,194,0.0,0.0,Andrey Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,466,185,472,192,427,160,477,188,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,516,264,478,190,478,190,600,264,0.0,0.0,1
,,518620,0,0,0,0,0,3,1.0,0.0,0,Ângelo Gabriel,0.0,151,False,,,45,518620.jpg,0.0,Borges Damaceno,0.3,False,,a,6,8,0,1041,1041,2497,2497,0.0,0.0,Ângelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,460,180,466,187,421,155,471,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,509,259,472,185,472,185,290,95,0.0,0.0,1
,,109745,0,0,0,0,0,1,2.2,1.2,0,Kepa,0.0,152,False,,,45,109745.jpg,0.0,Arrizabalaga,0.3,False,,a,6,8,0,1116,1116,3079,3079,0.0,0.0,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,367,53,365,39,299,39,378,53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,358,21,374,53,374,53,297,42,0.0,0.0,1
,,242880,0,0,0,0,0,2,1.9,0.9,0,Benoît,0.0,153,False,,,45,242880.jpg,0.0,Badiashile,0.1,False,,a,6,8,0,739,739,1582,1582,0.0,0.0,B.Badiashile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,409,177,413,177,356,157,420,178,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,435,121,419,174,419,174,409,155,0.0,0.0,1
,,482158,0,0,0,0,0,1,1.0,0.0,0,Lucas,0.0,154,False,,,40,482158.jpg,0.0,Bergström,0.2,False,,a,6,8,0,1195,1195,689,689,0.0,0.0,Bergström,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,334,45,325,26,251,26,345,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,602,64,343,46,343,46,332,51,0.0,0.0,1
,,122074,0,0,0,0,0,1,1.0,0.0,0,Marcus,0.0,155,False,,,40,122074.jpg,0.0,Bettinelli,0.4,False,,a,6,8,0,865,865,886,886,0.0,0.0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,293,26,283,7,208,7,304,26,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,554,45,301,27,301,27,278,40,0.0,0.0,1
,,440323,0,0,0,0,0,4,1.7,0.7,0,Armando,0.0,156,False,,,55,440323.jpg,0.0,Broja,0.1,False,,a,6,8,0,1129,1129,1411,1411,0.0,0.0,Broja,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,575,55,584,60,574,58,584,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,149,38,580,58,580,58,448,61,0.0,0.0,1
,,486672,0,0,0,0,0,3,1.6,0.6,1,Moisés,1.0,157,False,,,50,486672.jpg,1.0,Caicedo Corozo,0.7,False,,a,6,8,1,4642,4642,6288,6288,0.2,0.2,Caicedo,90,0,0,0,2,0,0,0,1,0,0,0,12,11.6,28.3,2.0,4.2,1,0.03,0.06,0.09,0.77,142,52,27,24,181,99,78,52,,,,,,,0.03,0.0,0.06,0.09,0.77,2.0,297,191,249,117,249,117,218,74,1.0,0.0,1
,,505187,0,0,0,0,0,3,1.0,0.0,0,Cesare,0.0,158,False,,,45,505187.jpg,0.0,Casadei,0.1,False,,a,6,8,0,1021,1021,1267,1267,0.0,0.0,Casadei,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,455,177,461,184,415,151,466,180,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,501,254,466,182,466,182,419,149,0.0,0.0,1
,,180736,0,0,0,0,0,2,1.9,0.9,0,Trevoh,0.0,159,False,,,45,180736.jpg,0.0,Chalobah,0.2,False,,a,6,8,0,642,642,2009,2009,0.0,0.0,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,378,154,380,153,316,127,389,155,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,383,80,386,149,386,149,364,136,0.0,0.0,1
,,172850,0,0,0,0,0,2,2.4,1.4,0,Ben,0.0,160,False,,,50,172850.jpg,0.0,Chilwell,0.9,False,,a,6,8,0,3142,3142,12048,12048,0.0,0.0,Chilwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,500,188,510,189,472,182,511,189,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,213,23,513,188,513,188,194,69,0.0,0.0,1
,,478912,0,0,0,0,0,3,1.6,0.6,0,Carney,0.0,161,False,,,50,478912.jpg,0.0,Chukwuemeka,0.1,False,,a,6,8,0,239,239,733,733,0.0,0.0,Chukwuemeka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,536,235,549,241,525,224,548,238,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,292,189,547,238,547,238,503,196,0.0,0.0,1
,,460028,0,0,0,0,0,2,1.9,0.9,1,Levi,1.0,162,False,,,45,460028.jpg,1.0,Colwill,0.9,False,,a,6,8,1,15019,15019,5061,5061,0.2,0.2,Colwill,90,0,0,0,2,0,0,0,0,0,0,0,8,20.4,0.8,0.0,2.1,1,0.00,0.01,0.01,0.77,66,19,227,70,378,165,174,51,,,,,,,0.0,0.0,0.01,0.01,0.77,2.0,460,132,208,80,208,80,192,67,1.0,0.0,1
,,179268,0,0,0,0,0,2,2.4,1.4,2,Marc,2.0,163,False,,,50,179268.jpg,2.0,Cucurella Saseta,6.5,False,,a,6,8,2,38935,38935,34712,34712,0.4,0.4,Cucurella,79,0,0,0,1,0,0,0,0,0,0,0,16,18.0,4.0,2.0,2.4,1,0.00,0.02,0.02,0.69,85,29,139,31,178,53,156,42,,,,,,,0.0,0.0,0.02,0.02,0.79,1.14,215,24,126,46,126,46,61,22,1.14,0.0,1
,,520295,0,0,0,0,0,4,1.7,0.7,0,David Datro,0.0,164,False,,,55,520295.jpg,0.0,Fofana,0.1,False,,a,6,8,0,885,885,1995,1995,0.0,0.0,D.D.Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,588,58,594,63,584,61,594,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,170,44,591,61,591,61,408,55,0.0,0.0,1
,,617054,0,0,0,0,0,4,1.4,0.4,0,Deivid Washington,0.0,165,False,,,50,617054.jpg,0.0,de Souza Eugênio,0.1,False,,a,6,8,0,880,880,1148,1148,0.0,0.0,Deivid,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,555,50,565,57,547,54,567,57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,325,62,562,55,562,55,450,62,0.0,0.0,1
,,215413,0,0,0,0,0,3,2.2,1.2,1,Kiernan,1.0,166,False,,,60,215413.jpg,1.0,Dewsbury-Hall,0.3,False,,a,6,8,1,846,846,3385,3385,0.2,0.2,Dewsbury-Hall,24,0,0,0,1,0,0,0,0,0,0,0,4,2.0,1.6,0.0,0.4,0,0.00,0.01,0.01,0.11,261,128,187,118,591,262,273,134,,,,,,,0.0,0.0,0.04,0.04,0.41,3.75,80,52,273,133,273,133,325,109,0.0,0.0,1
,,220362,0,0,0,0,0,2,1.9,0.9,0,Axel,0.0,167,False,,,45,220362.jpg,0.0,Disasi,0.4,False,,a,6,8,0,1176,1176,5444,5444,0.0,0.0,Disasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,395,168,398,167,336,143,406,169,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,410,102,404,164,404,164,264,97,0.0,0.0,1
,,448047,0,0,0,0,0,3,1.6,0.6,2,Enzo,2.0,168,False,,,50,448047.jpg,2.0,Fernández,1.6,False,,a,6,8,2,21010,21010,13285,13285,0.4,0.4,Enzo,90,0,0,0,2,0,0,0,0,0,0,0,16,9.6,10.0,26.0,4.6,1,0.22,0.08,0.30,0.77,163,68,113,77,29,20,69,46,1.0,,5.0,,4.0,,0.22,0.0,0.08,0.3,0.77,2.0,279,179,138,64,138,64,155,52,1.0,0.0,1
,,232787,-1,1,-1,1,0,3,2.1,1.1,0,Conor,0.0,169,False,,,59,232787.jpg,0.0,Gallagher,0.8,False,,a,6,8,0,1564,1564,16824,16824,0.0,0.0,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,590,265,596,266,586,259,596,266,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95,58,593,267,593,267,207,69,0.0,0.0,1
0.0,0.0,514280,0,0,0,0,0,2,0.0,0.0,0,Alfie,0.0,170,False,Has joined Sheffield United on a season-long,2024-08-09T11:15:16.064928Z,40,514280.jpg,0.0,Gilchrist,0.1,False,,u,6,8,0,0,0,1614,1614,0.0,0.0,Gilchrist,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,340,127,331,123,258,90,351,128,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,609,192,349,122,349,122,458,170,0.0,0.0,1
,,482609,0,0,0,0,0,2,2.4,1.4,1,Malo,1.0,171,False,,,50,482609.jpg,1.0,Gusto,3.3,False,,a,6,8,1,22351,22351,14189,14189,0.2,0.2,Gusto,90,0,0,0,2,0,0,0,0,0,0,0,0,7.0,2.8,6.0,1.6,1,0.00,0.07,0.07,0.77,198,81,159,39,119,30,215,73,,,,,,,0.0,0.0,0.07,0.07,0.77,2.0,295,40,247,88,247,88,101,38,1.0,0.0,1
0.0,0.0,225796,0,0,0,0,0,2,0.0,0.0,0,Reece,0.0,172,False,Suspended until 14 Sep,2024-07-17T13:30:05.006577Z,50,225796.jpg,0.0,James,0.1,False,,s,6,8,0,207,207,1456,1456,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,513,192,526,194,493,190,525,194,4.0,,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,249,34,526,192,526,192,446,168,0.0,0.0,1
,,549068,0,0,0,0,0,3,1.0,0.0,0,Omari,0.0,173,False,,,45,549068.jpg,0.0,Kellyman,0.0,False,,a,6,8,0,213,213,336,336,0.0,0.0,Kellyman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,469,188,475,195,430,163,480,191,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,520,267,481,193,481,193,535,223,0.0,0.0,1
,,514356,0,0,0,0,0,3,1.0,0.0,2,Roméo,2.0,174,False,,,45,514356.jpg,2.0,Lavia,1.4,False,,a,6,8,2,39994,39994,8571,8571,0.4,0.4,Lavia,65,0,0,0,1,0,0,0,0,0,0,0,18,15.2,13.5,0.0,2.9,1,0.00,0.18,0.18,0.66,101,33,86,64,418,153,125,74,,,,,,,0.0,0.0,0.25,0.25,0.91,1.38,506,257,117,48,117,48,163,54,1.38,0.0,1
,,66749,-1,1,-1,1,0,4,2.1,1.1,0,Romelu,0.0,175,False,,,64,66749.jpg,0.0,Lukaku Bolingoli,0.6,False,,a,6,8,0,3430,3430,14609,14609,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,600,63,605,67,599,65,605,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67,19,602,65,602,65,223,38,0.0,0.0,1
0.0,0.0,204727,0,0,0,0,0,2,0.0,0.0,0,Malang,0.0,176,False,Permanent move to RC Lens,2024-07-29T09:46:25.583703Z,45,204727.jpg,0.0,Sarr,0.0,False,,u,6,8,0,0,0,170,170,0.0,0.0,M.Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,388,161,390,160,326,134,399,162,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,396,90,396,156,396,156,605,201,0.0,0.0,1
,,248857,0,0,0,0,0,3,2.3,1.3,0,Noni,0.0,177,False,,,65,248857.jpg,0.0,Madueke,0.4,False,,a,6,8,0,1309,1309,6725,6725,0.0,0.0,Madueke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,609,277,613,277,609,275,613,277,,,,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,57,38,609,277,609,277,280,90,0.0,0.0,1
,,499309,0,0,0,0,0,4,1.4,0.4,1,Marc,1.0,178,False,,,50,499309.jpg,1.0,Guiu Paz,0.8,False,,a,6,8,1,8107,8107,7561,7561,0.2,0.2,Marc Guiu,24,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.11,543,47,254,28,532,51,555,54,,,,,,,0.0,0.0,0.0,0.0,0.41,3.75,307,59,252,26,252,26,203,34,0.0,0.0,1
,,465920,0,0,0,0,0,3,2.3,1.3,0,Mykhailo,0.0,179,False,,,65,465920.jpg,0.0,Mudryk,0.3,False,,a,6,8,0,1113,1113,4634,4634,0.0,0.0,Mudryk,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,610,278,614,278,610,276,614,278,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,64,44,610,278,610,278,288,93,0.0,0.0,1
,,517052,0,0,0,0,0,4,2.4,1.4,2,Nicolas,2.0,180,False,,,75,517052.jpg,2.0,Jackson,2.0,False,,a,6,8,2,23573,23573,16408,16408,0.3,0.3,N.Jackson,65,0,0,0,1,0,0,0,0,0,0,0,3,4.6,23.6,23.0,5.1,1,0.47,0.06,0.53,0.66,224,17,39,3,39,11,59,12,,,,,,,0.65,0.0,0.08,0.73,0.91,1.38,20,7,171,18,171,18,140,23,1.38,0.0,1
,,213198,0,0,0,0,0,3,2.3,1.3,1,Christopher,1.0,181,False,,,65,213198.jpg,1.0,Nkunku,15.7,False,,a,6,8,1,48284,48284,81845,81845,0.2,0.2,Nkunku,57,0,0,0,1,0,0,0,0,0,0,0,6,7.8,13.5,13.0,3.4,1,0.15,0.06,0.21,0.66,186,78,87,65,73,47,98,64,,,,,2.0,,0.24,0.0,0.09,0.33,1.04,1.58,50,31,279,139,279,139,27,11,1.58,0.0,1
,,244851,0,0,0,0,0,3,3.4,2.4,2,Cole,2.0,182,False,,,105,244851.jpg,2.0,Palmer,35.3,False,,a,6,8,2,43466,43466,155368,155368,0.2,0.2,Palmer,90,0,0,0,2,0,0,0,0,0,0,0,18,20.4,37.8,10.0,6.8,1,0.07,0.19,0.26,0.77,67,25,17,15,80,52,33,26,2.0,,1.0,,1.0,,0.07,0.0,0.19,0.26,0.77,2.0,3,2,174,89,174,89,5,2,1.0,0.0,1
,,457569,0,0,0,0,0,1,2.2,1.2,0,Đorđe,0.0,183,False,,,45,457569.jpg,0.0,Petrović,0.7,False,,a,6,8,0,824,824,8157,8157,0.0,0.0,Petrović,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,425,62,429,52,377,52,436,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,459,34,436,62,436,62,211,31,0.0,0.0,1
,,551230,0,0,0,0,0,3,1.0,0.0,1,Renato,1.0,184,False,,,45,551230.jpg,1.0,Palma Veiga,0.1,False,,a,6,8,1,1471,1471,748,748,0.2,0.2,Renato Veiga,10,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0,0.00,0.00,0.00,0.08,473,191,237,137,434,166,484,194,,,,,,,0.0,0.0,0.0,0.0,0.72,9.0,524,270,215,94,215,94,436,155,0.0,0.0,1
,,215059,0,0,0,0,0,1,2.2,1.2,2,Robert,2.0,185,False,,,45,215059.jpg,2.0,Sánchez,3.0,False,,a,6,8,2,38163,38163,10580,10580,0.4,0.4,Sánchez,90,0,0,0,2,0,0,0,0,0,3,0,7,23.4,0.0,0.0,2.3,1,0.00,0.00,0.00,0.77,55,14,396,46,333,46,159,14,,,,,,,0.0,3.0,0.0,0.0,0.77,2.0,405,28,108,17,108,17,105,15,1.0,0.0,1
,,103955,0,0,0,0,0,3,2.5,1.5,0,Raheem,0.0,186,False,,,70,103955.jpg,0.0,Sterling,1.7,False,,a,6,8,0,2312,2312,23727,23727,0.0,0.0,Sterling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,612,279,616,279,614,277,616,279,,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,26,14,613,279,613,279,151,51,0.0,0.0,1
,,109646,0,0,0,0,0,2,1.9,0.9,0,Tosin,0.0,187,False,,,45,109646.jpg,0.0,Adarabioyo,0.2,False,,a,6,8,0,232,232,2756,2756,0.0,0.0,Tosin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,366,147,364,145,298,118,377,148,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,357,63,373,141,373,141,331,122,0.0,0.0,1
,,444463,0,0,0,0,0,2,1.9,0.9,1,Wesley,1.0,189,False,,,45,444463.jpg,1.0,Fofana,0.4,False,,a,6,8,1,6797,6797,2426,2426,0.2,0.2,W.Fofana,90,0,0,0,2,0,0,0,0,0,0,0,3,11.6,1.3,6.0,1.9,1,0.04,0.01,0.05,0.77,140,61,199,56,112,25,186,56,,,,,,,0.04,0.0,0.01,0.05,0.77,2.0,450,129,205,77,205,77,281,106,1.0,0.0,1
,,247632,0,0,0,0,0,3,2.3,1.3,1,Pedro,1.0,560,False,,,65,247632.jpg,1.0,Lomba Neto,1.1,False,,a,6,8,1,7064,7064,12083,12083,0.2,0.2,Neto,32,0,0,0,1,0,0,0,0,0,0,0,6,7.4,26.7,9.0,4.3,0,0.04,0.16,0.20,0.11,192,82,31,27,85,56,75,51,,,,,,,0.11,0.0,0.45,0.56,0.31,2.81,56,37,281,141,281,141,175,57,0.0,0.0,1
0.0,0.0,488464,0,0,0,0,0,2,0.0,0.0,0,Caleb,0.0,575,False,Loaned to Strasbourg,2024-08-13T07:07:06.645739Z,40,488464.jpg,0.0,Wiley,0.0,False,,u,6,8,0,0,0,1016,1016,0.0,0.0,Wiley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,335,124,326,120,252,86,346,125,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,603,188,344,119,344,119,520,183,0.0,0.0,1
,,508479,0,0,0,0,0,1,2.2,1.2,0,Filip,0.0,581,False,,,45,508479.jpg,0.0,Jørgensen,0.3,False,,a,6,8,0,750,750,2663,2663,0.0,0.0,Jørgensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,457,65,463,56,417,56,468,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,503,38,468,65,468,65,291,41,0.0,0.0,1
,,466117,0,0,0,0,0,3,1.0,1.0,0,Naouirou,0.0,190,False,,,45,466117.jpg,0.0,Ahamada,0.4,False,,a,7,31,0,2069,2069,2623,2623,0.0,0.0,Ahamada,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,431,160,436,167,385,133,442,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,467,234,442,165,442,165,282,91,0.0,0.0,1
,,174874,0,0,0,0,0,2,1.9,1.9,0,Joachim,0.0,191,False,,,45,174874.jpg,0.0,Andersen,18.1,False,,a,7,31,0,19637,19637,120003,120003,0.0,0.0,Andersen,90,0,0,0,2,0,0,0,1,0,0,0,3,18.4,2.9,7.0,2.8,1,0.04,0.02,0.06,1.59,81,27,154,37,99,18,130,32,,,,,,,0.04,0.0,0.02,0.06,1.59,2.0,382,79,385,148,385,148,19,6,1.0,0.0,1
,,80146,0,0,0,0,0,3,2.0,2.0,0,Jordan,0.0,192,False,,,55,80146.jpg,0.0,Ayew,0.4,False,,a,7,31,0,1467,1467,5885,5885,0.0,0.0,J.Ayew,20,0,0,0,1,0,0,0,1,0,0,0,-5,0.2,12.8,7.0,2.0,0,0.46,0.01,0.47,0.95,277,138,92,68,102,64,181,93,3.0,,,,,,2.07,0.0,0.04,2.11,4.28,4.5,99,59,564,248,564,248,267,87,0.0,0.0,1
,,438464,0,0,0,0,0,3,1.6,1.6,1,Cheick,1.0,193,False,,,50,438464.jpg,1.0,Doucouré,0.1,False,,a,7,31,1,478,478,966,966,0.2,0.2,C.Doucouré,6,0,0,0,0,0,0,0,0,0,0,0,4,0.4,2.8,0.0,0.3,0,0.00,0.00,0.00,0.00,273,135,158,105,509,212,279,137,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,272,174,240,112,240,112,455,163,0.0,0.0,1
,,427623,0,0,0,0,0,2,1.9,1.9,0,Chris,0.0,194,False,,,45,427623.jpg,0.0,Richards,0.2,False,,a,7,31,0,516,516,1408,1408,0.0,0.0,C.Richards,83,0,0,0,2,0,0,0,1,0,0,0,1,16.4,1.8,0.0,1.8,1,0.00,0.01,0.01,1.59,92,33,175,47,365,161,194,60,,,,,,,0.0,0.0,0.01,0.01,1.72,2.17,444,125,427,177,427,177,373,140,1.08,0.0,1
,,515621,0,0,0,0,0,2,1.9,1.9,0,Chadi,0.0,195,False,,,45,515621.jpg,0.0,Riad Dnanou,0.1,False,,a,7,31,0,536,536,1710,1710,0.0,0.0,Chadi Riad,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,459,184,465,185,420,175,470,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,508,145,471,183,471,183,402,151,0.0,0.0,1
,,57328,0,0,0,0,0,2,1.9,1.9,0,Nathaniel,0.0,196,False,,,45,57328.jpg,0.0,Clyne,0.1,False,,a,7,31,0,223,223,1054,1054,0.0,0.0,Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,355,141,347,137,279,109,366,142,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,334,50,363,135,363,135,425,160,0.0,0.0,1
0.0,0.0,450535,0,0,0,0,0,3,0.0,0.0,0,Malcolm,0.0,197,False,Season long loan to Oxford United,2024-08-06T17:23:26.723638Z,45,450535.jpg,0.0,Ebiowei,0.0,False,,u,7,31,0,0,0,154,154,0.0,0.0,Ebiowei,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,419,152,423,159,370,125,430,155,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,452,226,430,157,430,157,604,268,0.0,0.0,1
,,199670,0,0,0,0,0,4,1.7,1.7,1,Odsonne,1.0,198,False,,,55,199670.jpg,1.0,Edouard,0.7,False,,a,7,31,1,3609,3609,8141,8141,0.2,0.2,Edouard,45,0,0,0,1,0,0,0,0,0,0,0,1,0.0,10.7,5.0,1.5,0,0.05,0.02,0.07,1.09,568,53,108,12,131,25,224,22,,,3.0,,3.0,,0.1,0.0,0.04,0.14,2.18,2.0,129,35,263,28,263,28,210,35,0.0,0.0,1
